Category1;Value1;Value2
A;11.420050162922486;12.575230280242778
C;9.248892390354905;30.02360718274376
B;11.72943507225937;30.858229466870508
E;8.543820303835979;22.691537817644416
C;10.894286264135122;17.524871566647303
A;13.375337301941185;16.922668866071675
B;8.659388629786722;16.608558465110928
A;11.675403191213844;21.90557216668872
C;10.203739743398057;17.300134114120574
B;8.939144885771444;20.25356920109008
A;9.123739884177587;23.713189009601702
C;11.155288092303584;17.62557595218747
B;11.387622291925874;34.40336828257992
A;7.462006039461016;29.544429755508347
B;10.326275919681297;22.19128291367373
B;8.634025126676551;13.428202090294874
A;9.020475393289294;19.266458210062762
E;10.72501944553713;18.133896544601125
B;10.00771752326071;23.776846903457525
C;8.651059774499679;14.888907028990406
C;7.996644925772459;11.238552965647964
D;12.779973903712849;22.943989224980015
E;15.01493326644967;15.373626095505116
C;11.95470941592211;17.75209567376298
B;12.570699888873193;15.013396724923696
A;7.0010774747556965;25.24143115577091
D;10.051701739289996;21.85494619704887
A;8.003764057168084;24.3796725422326
D;9.523103278699816;21.04993710804497
C;12.797099230862841;14.344101789182652
C;9.31893572860253;18.82957581885939
E;6.0898990184939255;36.4800186833467
A;11.862776942120279;15.315681981881564
B;7.16420858656287;10.011599457096496
A;7.536156849520761;33.125004003785406
B;10.029707596039852;19.52575735469272
C;10.962838795042659;10.816316638209425
D;8.475228752396047;17.925117909953848
B;11.145699280582537;28.159725597795187
E;8.308050708551507;16.468952837995168
C;9.951186613743557;25.65284961270562
C;9.030281075329428;28.769655113925474
C;8.473761439247795;13.492779962836728
C;7.095077905966756;23.728017092787702
D;8.983117277273545;15.732742300295575
D;15.688752386842948;29.340967752865613
B;6.850491667781137;23.069920825287593
E;14.449789528214684;26.44770424236342
B;10.772315657716524;23.743556280615174
B;7.986841543010087;21.623949877571643
D;6.010626098205894;10.234240828626636
B;10.840680160066515;15.504573648504298
A;7.056088479974877;23.573200307343136
E;10.592683521342797;14.393301607994381
D;9.887174607383725;24.052918126405583
C;9.124726659660418;19.965840056051206
B;8.924305259619755;17.176281396863665
E;8.129817876235647;9.307056892447296
B;8.51615952899296;28.43625483540996
D;8.441304553170704;32.31077976258917
C;11.395842239987385;30.693985812398665
A;10.178180109262419;20.333319396967337
A;10.423280954708995;29.19776436349482
A;9.2684916704275;16.9946394183045
B;7.376473166887143;23.728553932102372
B;8.740821667479395;19.676977262978177
D;8.599048130009983;14.788999519303836
E;12.69962864788835;19.789321240257276
B;10.834679717316357;23.96803316780568
A;12.173143093239787;19.25409895426468
A;11.802582348906602;19.44815660376387
C;8.865249039697572;6.535451037913855
B;9.320798015027828;25.56658665271915
B;7.814862742131692;17.611181108498712
A;9.509102384334833;13.834585143792312
C;8.219180806837663;3.6997238476493415
A;14.02160284739179;24.01279237949113
D;13.80566331960984;23.18606252476085
C;9.745041827718008;16.313173010699764
C;7.542853167166135;26.235188779322943
B;12.237443249547422;15.24528940700052
E;12.523029669188952;27.599209342135225
C;10.24915671921798;26.844665473434894
B;10.577444904133383;34.065514754915824
D;9.302826880663938;17.733599354330906
B;9.294659840997847;20.14193105062805
B;11.933991730142681;13.35057305110158
E;12.17067046021989;28.775410639884207
E;10.798891587800412;23.699168930328074
B;12.41034625609725;25.456580351537596
A;10.402888807194369;17.933092914777784
A;7.640328791118744;21.355499070404846
B;7.721004546195729;22.684315526811712
D;11.717191236844775;26.731677723312462
A;4.337599772589245;19.74923671229423
E;12.026609005360129;21.274489490047895
C;11.64863957756557;20.044777358756438
C;6.486587351701901;14.58425284238761
B;10.479376459285294;28.78754581235011
A;10.52506590672688;16.015866140990425
B;11.311693914382927;17.70650930888628
B;9.759410432715377;21.10401179323944
B;9.663170762123448;19.14477351112653
B;10.140456752029072;25.048150526501974
D;10.589606458150538;23.65210625705089
E;9.59562921574704;25.34308704782746
B;8.208606908596945;30.152835285800666
B;7.085625319131216;21.604241868696942
A;11.16388388364835;25.83989275849848
C;12.032804912809635;25.867566924489196
B;13.880450347049056;18.152195831543715
B;10.864214904838022;30.066729374476118
C;12.020072117543997;20.94995452351894
B;9.640923431848952;21.7003323368321
D;7.503688238035856;25.26173958320342
C;9.75457859111245;14.807046633153245
A;11.384947412778567;17.010647202374933
E;7.781985832547955;25.567540439782945
B;10.76125751499298;15.712816681892242
C;8.289002762404166;19.800455915181907
B;11.045594250126522;31.028831834489683
C;12.591217105992772;11.640354131390184
A;6.511355288783758;24.499178179387208
B;6.68992034090256;18.860680259540143
C;9.951013078776974;20.199136291069482
B;11.531837607858387;28.58662155191718
C;6.232414413174836;12.451641274856176
C;7.578491254543346;16.533911044874774
B;7.850004457531622;25.71784632717617
B;8.474094251836396;19.533299323154544
A;11.318937179258665;14.373022573569866
B;11.267060637646146;29.01006331157786
D;11.945951059888204;22.129153789967223
A;10.183374579556146;17.442709242182485
D;13.589547936508435;26.615864288608766
E;7.787333582316924;25.317152175959805
B;7.915141280348312;18.64920798668947
B;13.86134734608137;13.647101895632062
C;7.1463825867682855;20.047578080366577
B;8.71992609662646;13.535649675421702
D;9.230476593279532;25.03998310318476
B;12.12721222243884;12.999580650892378
A;15.187354852956002;19.85389633767829
A;5.685471176455879;24.05226555188472
B;12.136349939831975;17.764543008416613
A;4.850940607414798;23.77054199696311
B;10.16130257892174;10.042954531520506
A;8.445047098390072;26.507572517401336
B;8.942834219777689;22.368157216399254
C;11.474814625780027;26.341195878968644
D;10.202484875128468;21.576768892704738
C;8.174748624453231;16.678279307081354
B;7.848485026132991;24.78635014396721
D;13.961343772807194;11.48006866439984
B;6.9082954631836735;9.153529221126195
A;14.072148409962228;7.3967281221557375
C;10.827711105545937;13.742854099646731
C;12.78160471521996;18.68440943729612
B;8.842746128852;26.10941655653036
B;7.959364085457278;17.200360571055466
A;10.916934714128196;18.94602043876638
A;9.352307393181919;24.410465959704105
D;10.561555981401414;17.26418763038915
B;12.708708823964106;36.83675790018788
B;7.72314965562075;22.428295641294547
E;14.136956532243623;20.298294348544978
C;10.11110204376169;26.6943900571504
B;9.602047828373976;25.965201548103632
A;11.777543042358854;21.356867273181283
B;12.497807331643727;19.858474078243283
B;14.687908041457856;12.813812952041697
B;12.890486396885127;19.23782284015624
B;10.18660253659923;22.91901414428244
C;11.086931100452128;16.629157243258042
B;8.159786898641128;20.23403480757555
B;10.818539076959189;17.80718852272462
C;12.02443612221809;28.54505947926758
A;10.542775274375545;23.87171714334859
A;11.318589620028884;20.061736264770836
A;9.400727635112858;20.871310400092973
A;9.359813946482515;21.41850964869419
B;9.345133182298895;15.332723165065943
B;12.612877551061864;24.162894773221193
C;7.186117701687399;15.321710126297624
D;6.291414306756355;18.524358760450827
B;9.410755566732973;10.523298771984472
A;13.442934227423272;20.38452165347612
A;8.472054951726488;12.375959354427215
B;12.103405918019778;20.43381862678563
E;7.039057204982001;30.00730095721239
E;8.738347376662873;30.62944484857401
B;11.258864520937257;13.411983434978545
A;8.843041180449838;18.28354025936148
A;9.939437376458562;21.87693366256136
D;7.854695928253058;19.65114459842852
C;12.792395118326459;17.460951640941488
A;10.270054321212664;23.237020036969348
B;10.82503514568881;27.096867532768805
B;9.4989494247305;28.409339410272768
B;10.67481969724445;13.089802099256351
B;8.242553658790088;10.966199707630109
E;14.30055506779075;7.334811459615318
D;9.767232146866702;17.798170234772503
E;11.446702759169847;25.36444088899223
A;17.01299375687019;17.753676052846153
B;11.241203631999651;28.00132453910031
B;10.744693964779458;17.647889634134476
E;10.696018079797108;14.87347241245941
E;12.51134668806517;27.81619901041879
C;11.946742355786196;9.63047062471442
A;11.665508061326873;17.46788237729141
E;11.050909105154638;24.200578196910442
E;11.718028415354395;16.833491139143657
B;13.027007060921823;17.36384204947781
B;8.463662357918873;22.775358351317365
A;11.446452958964539;14.252349922727735
B;10.50173963662293;27.281673697100242
E;15.356267209220846;22.068846295908067
B;10.0069653066479;22.28176849304119
B;13.54978887468179;22.09657047257557
E;9.054747846807288;18.072779967419226
D;7.893867818320999;26.940907126640802
D;12.175527148482043;23.795672076708055
A;8.024128928721773;29.4790728844622
A;9.277064509341912;12.752338908814
B;7.80847419972077;17.759563459955277
B;12.601935625302996;12.516213316921174
A;9.382429216251328;30.9201812064022
A;10.448370082608255;17.808012884995318
C;9.648999635628776;19.20378978336804
B;9.964834794823677;24.439418216102005
B;8.708006378136774;21.622249279160954
C;10.174085325898607;20.754983178442245
C;10.71324026242454;21.349330581218442
D;14.12340909786219;18.56654792748647
D;12.232081065524591;16.911272533522265
B;12.604828581380069;20.392501491836093
B;8.87404302166462;15.79849580318238
C;11.000700844864319;18.78540611177419
A;12.61378746244306;22.294952827836784
A;10.517081818279607;27.529443629293734
E;11.623421771243951;19.884269525537114
C;12.615236800073887;11.480877583856238
B;10.445809382856327;15.977533696819851
A;10.108671218089254;22.273848362888817
B;10.021381253174804;24.032424375790697
A;10.235165565651885;24.01742500885603
C;9.79411975487568;23.535015018730324
E;16.23233211382001;16.413577941897305
A;10.818289974930343;26.94603555120939
A;9.030999996844773;23.647061511484075
E;10.63118532699632;9.813538526113005
A;11.285417479380838;36.77827454756846
B;7.983223725164509;20.213059957617784
D;13.508615324396914;17.04077885081154
A;11.11891659558991;11.700175722365831
D;12.434754477711996;29.449302472256598
C;7.198101565721793;20.793758725011465
D;9.878516030028077;16.135177040254142
B;9.631319425027927;25.00885493170673
